title,abstract,label,full_text,processed_text,prediction
Addressing Minority Stress and Mental Health among Men Who Have Sex with Men (MSM) in China,"PURPOSE OF REVIEW: Men who have sex with men (MSM) in China experience elevated risks of mental health issues in comparison to the general population in China, which contribute to vulnerability to HIV/STI risks and can comprise the effectiveness of HIV prevention efforts. A conceptual framework for understanding this mental health disparity is minority stress theory, which posits that experiences of external prejudice events (i.e., distal stressors) and internal stress processes such as internalized homophobia and concealment (i.e., proximal stressors) contribute to sexual minorities’ elevated risk of psychological distress. To deepen the understanding of mental health among Chinese MSM and explore the potential utility of minority stress theory in this population, this paper synthesizes research evidence regarding prevalent mental health issues as well as how minority stress may be linked to psychological health in Chinese MSM. RECENT FINDINGS: Results indicate that Chinese MSM experience a high prevalence of several mental health issues including depression, anxiety, suicidal behaviors, and alcohol dependence. SUMMARY: This review further reveals minority stress to be an important determinant of psychological distress among Chinese MSM, though evidence is mixed regarding the relationship between proximal minority stress and psychological health. Nonetheless, there is a lack of mental health services and interventions focusing on MSM in China. Culturally relevant, competent, and LGBT-affirmative mental health interventions are needed for Chinese MSM. To guide future intervention research, we provide considerations for reducing minority stress and promoting psychological health among Chinese MSM.",0,"Addressing Minority Stress and Mental Health among Men Who Have Sex with Men (MSM) in China PURPOSE OF REVIEW: Men who have sex with men (MSM) in China experience elevated risks of mental health issues in comparison to the general population in China, which contribute to vulnerability to HIV/STI risks and can comprise the effectiveness of HIV prevention efforts. A conceptual framework for understanding this mental health disparity is minority stress theory, which posits that experiences of external prejudice events (i.e., distal stressors) and internal stress processes such as internalized homophobia and concealment (i.e., proximal stressors) contribute to sexual minorities’ elevated risk of psychological distress. To deepen the understanding of mental health among Chinese MSM and explore the potential utility of minority stress theory in this population, this paper synthesizes research evidence regarding prevalent mental health issues as well as how minority stress may be linked to psychological health in Chinese MSM. RECENT FINDINGS: Results indicate that Chinese MSM experience a high prevalence of several mental health issues including depression, anxiety, suicidal behaviors, and alcohol dependence. SUMMARY: This review further reveals minority stress to be an important determinant of psychological distress among Chinese MSM, though evidence is mixed regarding the relationship between proximal minority stress and psychological health. Nonetheless, there is a lack of mental health services and interventions focusing on MSM in China. Culturally relevant, competent, and LGBT-affirmative mental health interventions are needed for Chinese MSM. To guide future intervention research, we provide considerations for reducing minority stress and promoting psychological health among Chinese MSM.",addressing minority stress and mental health among men who have sex with men msm in china purpose of review men who have sex with men msm in china experience elevated risks of mental health issues in comparison to the general population in china which contribute to vulnerability to hivsti risks and can comprise the effectiveness of hiv prevention efforts a conceptual framework for understanding this mental health disparity is minority stress theory which posits that experiences of external prejudice events ie distal stressors and internal stress processes such as internalized homophobia and concealment ie proximal stressors contribute to sexual minorities elevated risk of psychological distress to deepen the understanding of mental health among chinese msm and explore the potential utility of minority stress theory in this population this paper synthesizes research evidence regarding prevalent mental health issues as well as how minority stress may be linked to psychological health in chinese msm recent findings results indicate that chinese msm experience a high prevalence of several mental health issues including depression anxiety suicidal behaviors and alcohol dependence summary this review further reveals minority stress to be an important determinant of psychological distress among chinese msm though evidence is mixed regarding the relationship between proximal minority stress and psychological health nonetheless there is a lack of mental health services and interventions focusing on msm in china culturally relevant competent and lgbtaffirmative mental health interventions are needed for chinese msm to guide future intervention research we provide considerations for reducing minority stress and promoting psychological health among chinese msm,1
"Global health education in medical schools (GHEMS): a national, collaborative study of medical curricula","BACKGROUND: Global health is the study, research, and practice of medicine focused on improving health and achieving health equity for all persons worldwide. International and national bodies stipulate that global health be integrated into medical school curricula. However, there is a global paucity of data evaluating the state of global health teaching in medical schools. This study aimed to evaluate the extent of global health teaching activities at United Kingdom (UK) medical schools. METHODS: A national, cross-sectional study assessing all timetabled teachings sessions within UK medical courses for global health content during the academic year 2018/19. Global health content was evaluated against a comprehensive list of global health learning outcomes for medical students. RESULTS: Data from 39 medical courses representing 86% (30/36) of eligible medical schools was collected. Typically, medical courses reported timetabled teaching covering over three-quarters of all global health learning outcomes. However, a wide degree of variation existed among granular global health learning objectives covered within the different medical courses. On average, each learning outcome had a 79% [95% CI: 73, 83%] probability of being included in course curricula. There were a number of learning outcomes that had a lower probability, such as ‘access to surgeons with the necessary skills and equipment in different countries’ (36%) [95% CI: 21, 53%], ‘future impact of climate change on health and healthcare systems’ (67%) [95% CI: 50, 81%], and ‘role of the WHO’ (54%) [95% CI: 28, 60%]. CONCLUSIONS: This study served as the first national assessment of global health education and curricula within UK medical schools. Through a formalised assessment of teaching events produced by medical schools around the country, we were able to capture a national picture of global health education, including the strengths of global health prioritisation in the UK, as well as areas for improvement. Overall, it appears broad-level global health themes are widely discussed; however, the granularities of key, emerging areas of concern are omitted by curricula. In particular, gaps persist relating to international healthcare systems, multilateral global health agencies such as the WHO, global surgery, climate change and more.",0,"Global health education in medical schools (GHEMS): a national, collaborative study of medical curricula BACKGROUND: Global health is the study, research, and practice of medicine focused on improving health and achieving health equity for all persons worldwide. International and national bodies stipulate that global health be integrated into medical school curricula. However, there is a global paucity of data evaluating the state of global health teaching in medical schools. This study aimed to evaluate the extent of global health teaching activities at United Kingdom (UK) medical schools. METHODS: A national, cross-sectional study assessing all timetabled teachings sessions within UK medical courses for global health content during the academic year 2018/19. Global health content was evaluated against a comprehensive list of global health learning outcomes for medical students. RESULTS: Data from 39 medical courses representing 86% (30/36) of eligible medical schools was collected. Typically, medical courses reported timetabled teaching covering over three-quarters of all global health learning outcomes. However, a wide degree of variation existed among granular global health learning objectives covered within the different medical courses. On average, each learning outcome had a 79% [95% CI: 73, 83%] probability of being included in course curricula. There were a number of learning outcomes that had a lower probability, such as ‘access to surgeons with the necessary skills and equipment in different countries’ (36%) [95% CI: 21, 53%], ‘future impact of climate change on health and healthcare systems’ (67%) [95% CI: 50, 81%], and ‘role of the WHO’ (54%) [95% CI: 28, 60%]. CONCLUSIONS: This study served as the first national assessment of global health education and curricula within UK medical schools. Through a formalised assessment of teaching events produced by medical schools around the country, we were able to capture a national picture of global health education, including the strengths of global health prioritisation in the UK, as well as areas for improvement. Overall, it appears broad-level global health themes are widely discussed; however, the granularities of key, emerging areas of concern are omitted by curricula. In particular, gaps persist relating to international healthcare systems, multilateral global health agencies such as the WHO, global surgery, climate change and more.",global health education in medical schools ghems a national collaborative study of medical curricula background global health is the study research and practice of medicine focused on improving health and achieving health equity for all persons worldwide international and national bodies stipulate that global health be integrated into medical school curricula however there is a global paucity of data evaluating the state of global health teaching in medical schools this study aimed to evaluate the extent of global health teaching activities at united kingdom uk medical schools methods a national crosssectional study assessing all timetabled teachings sessions within uk medical courses for global health content during the academic year 201819 global health content was evaluated against a comprehensive list of global health learning outcomes for medical students results data from 39 medical courses representing 86 3036 of eligible medical schools was collected typically medical courses reported timetabled teaching covering over threequarters of all global health learning outcomes however a wide degree of variation existed among granular global health learning objectives covered within the different medical courses on average each learning outcome had a 79 95 ci 73 83 probability of being included in course curricula there were a number of learning outcomes that had a lower probability such as access to surgeons with the necessary skills and equipment in different countries 36 95 ci 21 53 future impact of climate change on health and healthcare systems 67 95 ci 50 81 and role of the who 54 95 ci 28 60 conclusions this study served as the first national assessment of global health education and curricula within uk medical schools through a formalised assessment of teaching events produced by medical schools around the country we were able to capture a national picture of global health education including the strengths of global health prioritisation in the uk as well as areas for improvement overall it appears broadlevel global health themes are widely discussed however the granularities of key emerging areas of concern are omitted by curricula in particular gaps persist relating to international healthcare systems multilateral global health agencies such as the who global surgery climate change and more,1
Extra-terrestrial research goes on,Closed astrobiology centre to be reborn as private company.,0,Extra-terrestrial research goes on Closed astrobiology centre to be reborn as private company.,extraterrestrial research goes on closed astrobiology centre to be reborn as private company,1
Acute Pancreatitis (AP),"All of these conditions can be associated with acute pancreatitis, except ?",0,"Acute Pancreatitis (AP) All of these conditions can be associated with acute pancreatitis, except ?",acute pancreatitis ap all of these conditions can be associated with acute pancreatitis except ,1
Five myths about AIDS that have misdirected research and treatment,"A number of widely repeated and factually incorrect myths have pervaded the AIDS research literature, misdirecting research and treatment. Five of the most outstanding are: 1) that all risk groups develop AIDS at the same rate following HIV infection; 2) that there are no true seroreversions following HIV infection; 3) that antibody is protective against HIV infection; 4) that the only way to treat AIDS effectively is through retroviral therapies; and 5) that since HIV is so highly correlated with AIDS incidence, it must be the sole necessary and sufficient cause of AIDS. A huge body of research, reviewed in this paper, demonstrates the falsity of these myths. 1) The average number of years between HIV infection and AIDS is greater than 20 years for mild hemophiliacs, 14 years for transfussion severe hemophiliacs, 10 years for old severe hemophiliacs, 10 years for homosexual men, 6 years for transfusion patients of all ages, 2 years for transplant patients, and 6 months for perinatally infected infants. These differences can only be explained in terms of risk-group associated cofactors. 2) Seroreversions are common. Between 10 and 20 percent of HIV-seronegative people in high risk groups have T-cell immunity to HIV, and may have had one or more verified positive HIV antibody tests in the past. 3) Antibody, far from being protective against HIV, appears to be highly diagnostic of loss of immune regulation of HIV, and some evidence of antibody-enhancement of infection exists. 4) Non-retroviral treatments of HIV infection, including safer sex practices, elimination of drug use, high nutrient diets, and limited reexposure to HIV and its cofactors have proven to be effective means of preventing or delaying onset of AIDS. 5) Many immunosuppressive factors, including drug use, multiple concurrent infections, and exposure to alloantigens, are as highly correlated with AIDS risk groups as HIV. These data are more consistent with AIDS being a multifactorial or synergistic disease than a monofactorial one.",0,"Five myths about AIDS that have misdirected research and treatment A number of widely repeated and factually incorrect myths have pervaded the AIDS research literature, misdirecting research and treatment. Five of the most outstanding are: 1) that all risk groups develop AIDS at the same rate following HIV infection; 2) that there are no true seroreversions following HIV infection; 3) that antibody is protective against HIV infection; 4) that the only way to treat AIDS effectively is through retroviral therapies; and 5) that since HIV is so highly correlated with AIDS incidence, it must be the sole necessary and sufficient cause of AIDS. A huge body of research, reviewed in this paper, demonstrates the falsity of these myths. 1) The average number of years between HIV infection and AIDS is greater than 20 years for mild hemophiliacs, 14 years for transfussion severe hemophiliacs, 10 years for old severe hemophiliacs, 10 years for homosexual men, 6 years for transfusion patients of all ages, 2 years for transplant patients, and 6 months for perinatally infected infants. These differences can only be explained in terms of risk-group associated cofactors. 2) Seroreversions are common. Between 10 and 20 percent of HIV-seronegative people in high risk groups have T-cell immunity to HIV, and may have had one or more verified positive HIV antibody tests in the past. 3) Antibody, far from being protective against HIV, appears to be highly diagnostic of loss of immune regulation of HIV, and some evidence of antibody-enhancement of infection exists. 4) Non-retroviral treatments of HIV infection, including safer sex practices, elimination of drug use, high nutrient diets, and limited reexposure to HIV and its cofactors have proven to be effective means of preventing or delaying onset of AIDS. 5) Many immunosuppressive factors, including drug use, multiple concurrent infections, and exposure to alloantigens, are as highly correlated with AIDS risk groups as HIV. These data are more consistent with AIDS being a multifactorial or synergistic disease than a monofactorial one.",five myths about aids that have misdirected research and treatment a number of widely repeated and factually incorrect myths have pervaded the aids research literature misdirecting research and treatment five of the most outstanding are 1 that all risk groups develop aids at the same rate following hiv infection 2 that there are no true seroreversions following hiv infection 3 that antibody is protective against hiv infection 4 that the only way to treat aids effectively is through retroviral therapies and 5 that since hiv is so highly correlated with aids incidence it must be the sole necessary and sufficient cause of aids a huge body of research reviewed in this paper demonstrates the falsity of these myths 1 the average number of years between hiv infection and aids is greater than 20 years for mild hemophiliacs 14 years for transfussion severe hemophiliacs 10 years for old severe hemophiliacs 10 years for homosexual men 6 years for transfusion patients of all ages 2 years for transplant patients and 6 months for perinatally infected infants these differences can only be explained in terms of riskgroup associated cofactors 2 seroreversions are common between 10 and 20 percent of hivseronegative people in high risk groups have tcell immunity to hiv and may have had one or more verified positive hiv antibody tests in the past 3 antibody far from being protective against hiv appears to be highly diagnostic of loss of immune regulation of hiv and some evidence of antibodyenhancement of infection exists 4 nonretroviral treatments of hiv infection including safer sex practices elimination of drug use high nutrient diets and limited reexposure to hiv and its cofactors have proven to be effective means of preventing or delaying onset of aids 5 many immunosuppressive factors including drug use multiple concurrent infections and exposure to alloantigens are as highly correlated with aids risk groups as hiv these data are more consistent with aids being a multifactorial or synergistic disease than a monofactorial one,1
Transmission of Infectious Diseases En Route to Habitat Hotspots,"BACKGROUND: The spread of infectious diseases in wildlife populations is influenced by patterns of between-host contacts. Habitat “hotspots” - places attracting a large numbers of individuals or social groups - can significantly alter contact patterns and, hence, disease propagation. Research on the importance of habitat hotspots in wildlife epidemiology has primarily focused on how inter-individual contacts occurring at the hotspot itself increase disease transmission. However, in territorial animals, epidemiologically important contacts may primarily occur as animals cross through territories of conspecifics en route to habitat hotspots. So far, the phenomenon has received little attention. Here, we investigate the importance of these contacts in the case where infectious individuals keep visiting the hotspots and in the case where these individuals are not able to travel to the hotspot any more. METHODOLOGY AND PRINCIPAL FINDINGS: We developed a simulation epidemiological model to investigate both cases in a scenario when transmission at the hotspot does not occur. We find that (i) hotspots still exacerbate epidemics, (ii) when infectious individuals do not travel to the hotspot, the most vulnerable individuals are those residing at intermediate distances from the hotspot rather than nearby, and (iii) the epidemiological vulnerability of a population is the highest when the number of hotspots is intermediate. CONCLUSIONS AND SIGNIFICANCE: By altering animal movements in their vicinity, habitat hotspots can thus strongly increase the spread of infectious diseases, even when disease transmission does not occur at the hotspot itself. Interestingly, when animals only visit the nearest hotspot, creating additional artificial hotspots, rather than reducing their number, may be an efficient disease control measure.",0,"Transmission of Infectious Diseases En Route to Habitat Hotspots BACKGROUND: The spread of infectious diseases in wildlife populations is influenced by patterns of between-host contacts. Habitat “hotspots” - places attracting a large numbers of individuals or social groups - can significantly alter contact patterns and, hence, disease propagation. Research on the importance of habitat hotspots in wildlife epidemiology has primarily focused on how inter-individual contacts occurring at the hotspot itself increase disease transmission. However, in territorial animals, epidemiologically important contacts may primarily occur as animals cross through territories of conspecifics en route to habitat hotspots. So far, the phenomenon has received little attention. Here, we investigate the importance of these contacts in the case where infectious individuals keep visiting the hotspots and in the case where these individuals are not able to travel to the hotspot any more. METHODOLOGY AND PRINCIPAL FINDINGS: We developed a simulation epidemiological model to investigate both cases in a scenario when transmission at the hotspot does not occur. We find that (i) hotspots still exacerbate epidemics, (ii) when infectious individuals do not travel to the hotspot, the most vulnerable individuals are those residing at intermediate distances from the hotspot rather than nearby, and (iii) the epidemiological vulnerability of a population is the highest when the number of hotspots is intermediate. CONCLUSIONS AND SIGNIFICANCE: By altering animal movements in their vicinity, habitat hotspots can thus strongly increase the spread of infectious diseases, even when disease transmission does not occur at the hotspot itself. Interestingly, when animals only visit the nearest hotspot, creating additional artificial hotspots, rather than reducing their number, may be an efficient disease control measure.",transmission of infectious diseases en route to habitat hotspots background the spread of infectious diseases in wildlife populations is influenced by patterns of betweenhost contacts habitat hotspots  places attracting a large numbers of individuals or social groups  can significantly alter contact patterns and hence disease propagation research on the importance of habitat hotspots in wildlife epidemiology has primarily focused on how interindividual contacts occurring at the hotspot itself increase disease transmission however in territorial animals epidemiologically important contacts may primarily occur as animals cross through territories of conspecifics en route to habitat hotspots so far the phenomenon has received little attention here we investigate the importance of these contacts in the case where infectious individuals keep visiting the hotspots and in the case where these individuals are not able to travel to the hotspot any more methodology and principal findings we developed a simulation epidemiological model to investigate both cases in a scenario when transmission at the hotspot does not occur we find that i hotspots still exacerbate epidemics ii when infectious individuals do not travel to the hotspot the most vulnerable individuals are those residing at intermediate distances from the hotspot rather than nearby and iii the epidemiological vulnerability of a population is the highest when the number of hotspots is intermediate conclusions and significance by altering animal movements in their vicinity habitat hotspots can thus strongly increase the spread of infectious diseases even when disease transmission does not occur at the hotspot itself interestingly when animals only visit the nearest hotspot creating additional artificial hotspots rather than reducing their number may be an efficient disease control measure,1
Effects of In-Situ Filler Loading vs. Conventional Filler and the Use of Retention-Related Additives on Properties of Paper,"In the present paper, aspects concerning the obtained and characterization of additive systems used for maximizing filler retention, and the effects on paper properties, were investigated. The effects of retention additives over properties of paper, containing fibers from in-situ loading (IS-CCP), were analyzed against the effects of additives over properties of paper containing fibers from conventional loading, obtained by the addition of calcium carbonate in precipitated form (CCP). The physico-mechanical properties were analyzed by various analyses and investigations: calcium carbonate content, X-ray diffraction, scanning electron microscopy (SEM) images, optical and mechanical properties, in order to develop the best systems of retention additives for obtaining higher retention loads for making paper with high content of nano-filler material. The obtained results reveal that at the same level of calcium carbonate content, all paper samples with in-situ loading had higher the optical and mechanical properties than the paper obtained by conventional loading in all cases the additives studied. For all studied properties, nanoparticles had a positively influence over paper properties.",0,"Effects of In-Situ Filler Loading vs. Conventional Filler and the Use of Retention-Related Additives on Properties of Paper In the present paper, aspects concerning the obtained and characterization of additive systems used for maximizing filler retention, and the effects on paper properties, were investigated. The effects of retention additives over properties of paper, containing fibers from in-situ loading (IS-CCP), were analyzed against the effects of additives over properties of paper containing fibers from conventional loading, obtained by the addition of calcium carbonate in precipitated form (CCP). The physico-mechanical properties were analyzed by various analyses and investigations: calcium carbonate content, X-ray diffraction, scanning electron microscopy (SEM) images, optical and mechanical properties, in order to develop the best systems of retention additives for obtaining higher retention loads for making paper with high content of nano-filler material. The obtained results reveal that at the same level of calcium carbonate content, all paper samples with in-situ loading had higher the optical and mechanical properties than the paper obtained by conventional loading in all cases the additives studied. For all studied properties, nanoparticles had a positively influence over paper properties.",effects of insitu filler loading vs conventional filler and the use of retentionrelated additives on properties of paper in the present paper aspects concerning the obtained and characterization of additive systems used for maximizing filler retention and the effects on paper properties were investigated the effects of retention additives over properties of paper containing fibers from insitu loading isccp were analyzed against the effects of additives over properties of paper containing fibers from conventional loading obtained by the addition of calcium carbonate in precipitated form ccp the physicomechanical properties were analyzed by various analyses and investigations calcium carbonate content xray diffraction scanning electron microscopy sem images optical and mechanical properties in order to develop the best systems of retention additives for obtaining higher retention loads for making paper with high content of nanofiller material the obtained results reveal that at the same level of calcium carbonate content all paper samples with insitu loading had higher the optical and mechanical properties than the paper obtained by conventional loading in all cases the additives studied for all studied properties nanoparticles had a positively influence over paper properties,1
Interferon-γ Inhibits Ebola Virus Infection,"Ebola virus outbreaks, such as the 2014 Makona epidemic in West Africa, are episodic and deadly. Filovirus antivirals are currently not clinically available. Our findings suggest interferon gamma, an FDA-approved drug, may serve as a novel and effective prophylactic or treatment option. Using mouse-adapted Ebola virus, we found that murine interferon gamma administered 24 hours before or after infection robustly protects lethally-challenged mice and reduces morbidity and serum viral titers. Furthermore, we demonstrated that interferon gamma profoundly inhibits Ebola virus infection of macrophages, an early cellular target of infection. As early as six hours following in vitro infection, Ebola virus RNA levels in interferon gamma-treated macrophages were lower than in infected, untreated cells. Addition of the protein synthesis inhibitor, cycloheximide, to interferon gamma-treated macrophages did not further reduce viral RNA levels, suggesting that interferon gamma blocks life cycle events that require protein synthesis such as virus replication. Microarray studies with interferon gamma-treated human macrophages identified more than 160 interferon-stimulated genes. Ectopic expression of a select group of these genes inhibited Ebola virus infection. These studies provide new potential avenues for antiviral targeting as these genes that have not previously appreciated to inhibit negative strand RNA viruses and specifically Ebola virus infection. As treatment of interferon gamma robustly protects mice from lethal Ebola virus infection, we propose that interferon gamma should be further evaluated for its efficacy as a prophylactic and/or therapeutic strategy against filoviruses. Use of this FDA-approved drug could rapidly be deployed during future outbreaks.",0,"Interferon-γ Inhibits Ebola Virus Infection Ebola virus outbreaks, such as the 2014 Makona epidemic in West Africa, are episodic and deadly. Filovirus antivirals are currently not clinically available. Our findings suggest interferon gamma, an FDA-approved drug, may serve as a novel and effective prophylactic or treatment option. Using mouse-adapted Ebola virus, we found that murine interferon gamma administered 24 hours before or after infection robustly protects lethally-challenged mice and reduces morbidity and serum viral titers. Furthermore, we demonstrated that interferon gamma profoundly inhibits Ebola virus infection of macrophages, an early cellular target of infection. As early as six hours following in vitro infection, Ebola virus RNA levels in interferon gamma-treated macrophages were lower than in infected, untreated cells. Addition of the protein synthesis inhibitor, cycloheximide, to interferon gamma-treated macrophages did not further reduce viral RNA levels, suggesting that interferon gamma blocks life cycle events that require protein synthesis such as virus replication. Microarray studies with interferon gamma-treated human macrophages identified more than 160 interferon-stimulated genes. Ectopic expression of a select group of these genes inhibited Ebola virus infection. These studies provide new potential avenues for antiviral targeting as these genes that have not previously appreciated to inhibit negative strand RNA viruses and specifically Ebola virus infection. As treatment of interferon gamma robustly protects mice from lethal Ebola virus infection, we propose that interferon gamma should be further evaluated for its efficacy as a prophylactic and/or therapeutic strategy against filoviruses. Use of this FDA-approved drug could rapidly be deployed during future outbreaks.",interferonγ inhibits ebola virus infection ebola virus outbreaks such as the 2014 makona epidemic in west africa are episodic and deadly filovirus antivirals are currently not clinically available our findings suggest interferon gamma an fdaapproved drug may serve as a novel and effective prophylactic or treatment option using mouseadapted ebola virus we found that murine interferon gamma administered 24 hours before or after infection robustly protects lethallychallenged mice and reduces morbidity and serum viral titers furthermore we demonstrated that interferon gamma profoundly inhibits ebola virus infection of macrophages an early cellular target of infection as early as six hours following in vitro infection ebola virus rna levels in interferon gammatreated macrophages were lower than in infected untreated cells addition of the protein synthesis inhibitor cycloheximide to interferon gammatreated macrophages did not further reduce viral rna levels suggesting that interferon gamma blocks life cycle events that require protein synthesis such as virus replication microarray studies with interferon gammatreated human macrophages identified more than 160 interferonstimulated genes ectopic expression of a select group of these genes inhibited ebola virus infection these studies provide new potential avenues for antiviral targeting as these genes that have not previously appreciated to inhibit negative strand rna viruses and specifically ebola virus infection as treatment of interferon gamma robustly protects mice from lethal ebola virus infection we propose that interferon gamma should be further evaluated for its efficacy as a prophylactic andor therapeutic strategy against filoviruses use of this fdaapproved drug could rapidly be deployed during future outbreaks,1
Using experimental gaming simulations to elicit risk mitigation behavioral strategies for agricultural disease management,"Failing to mitigate propagation of disease spread can result in dire economic consequences for agricultural networks. Pathogens like Porcine Epidemic Diarrhea virus, can quickly spread among producers. Biosecurity is designed to prevent infection transmission. When considering biosecurity investments, management must balance the cost of protection versus the consequences of contracting an infection. Thus, an examination of the decision making processes associated with investment in biosecurity is important for enhancing system wide biosecurity. Data gathered from experimental gaming simulations can provide insights into behavioral strategies and inform the development of decision support systems. We created an online digital experiment to simulate outbreak scenarios among swine production supply chains, where participants were tasked with making biosecurity investment decisions. In Experiment One, we quantified the risk associated with each participant’s decisions and delineated three dominant categories of risk attitudes: risk averse, risk tolerant, and opportunistic. Each risk class exhibited unique approaches in reaction to risk and disease information. We also tested how information uncertainty affects risk aversion, by varying the amount of visibility of the infection as well as the amount of biosecurity implemented across the system. We found evidence that more visibility in the number of infected sites increases risk averse behaviors, while more visibility in the amount of neighboring biosecurity increased risk taking behaviors. In Experiment Two, we were surprised to find no evidence for differences in behavior of livestock specialists compared to Amazon Mechanical Turk participants. Our findings provide support for using experimental gaming simulations to study how risk communication affects behavior, which can provide insights towards more effective messaging strategies.",0,"Using experimental gaming simulations to elicit risk mitigation behavioral strategies for agricultural disease management Failing to mitigate propagation of disease spread can result in dire economic consequences for agricultural networks. Pathogens like Porcine Epidemic Diarrhea virus, can quickly spread among producers. Biosecurity is designed to prevent infection transmission. When considering biosecurity investments, management must balance the cost of protection versus the consequences of contracting an infection. Thus, an examination of the decision making processes associated with investment in biosecurity is important for enhancing system wide biosecurity. Data gathered from experimental gaming simulations can provide insights into behavioral strategies and inform the development of decision support systems. We created an online digital experiment to simulate outbreak scenarios among swine production supply chains, where participants were tasked with making biosecurity investment decisions. In Experiment One, we quantified the risk associated with each participant’s decisions and delineated three dominant categories of risk attitudes: risk averse, risk tolerant, and opportunistic. Each risk class exhibited unique approaches in reaction to risk and disease information. We also tested how information uncertainty affects risk aversion, by varying the amount of visibility of the infection as well as the amount of biosecurity implemented across the system. We found evidence that more visibility in the number of infected sites increases risk averse behaviors, while more visibility in the amount of neighboring biosecurity increased risk taking behaviors. In Experiment Two, we were surprised to find no evidence for differences in behavior of livestock specialists compared to Amazon Mechanical Turk participants. Our findings provide support for using experimental gaming simulations to study how risk communication affects behavior, which can provide insights towards more effective messaging strategies.",using experimental gaming simulations to elicit risk mitigation behavioral strategies for agricultural disease management failing to mitigate propagation of disease spread can result in dire economic consequences for agricultural networks pathogens like porcine epidemic diarrhea virus can quickly spread among producers biosecurity is designed to prevent infection transmission when considering biosecurity investments management must balance the cost of protection versus the consequences of contracting an infection thus an examination of the decision making processes associated with investment in biosecurity is important for enhancing system wide biosecurity data gathered from experimental gaming simulations can provide insights into behavioral strategies and inform the development of decision support systems we created an online digital experiment to simulate outbreak scenarios among swine production supply chains where participants were tasked with making biosecurity investment decisions in experiment one we quantified the risk associated with each participants decisions and delineated three dominant categories of risk attitudes risk averse risk tolerant and opportunistic each risk class exhibited unique approaches in reaction to risk and disease information we also tested how information uncertainty affects risk aversion by varying the amount of visibility of the infection as well as the amount of biosecurity implemented across the system we found evidence that more visibility in the number of infected sites increases risk averse behaviors while more visibility in the amount of neighboring biosecurity increased risk taking behaviors in experiment two we were surprised to find no evidence for differences in behavior of livestock specialists compared to amazon mechanical turk participants our findings provide support for using experimental gaming simulations to study how risk communication affects behavior which can provide insights towards more effective messaging strategies,1
On managing complex adaptive systems motivated by biosystems application to infections,Many attempts to control Complex adaptive systems (CAS) have failed. Here we try to learn from biosystems to derive some principles for CAS management. An application to managing infections is given.,0,On managing complex adaptive systems motivated by biosystems application to infections Many attempts to control Complex adaptive systems (CAS) have failed. Here we try to learn from biosystems to derive some principles for CAS management. An application to managing infections is given.,on managing complex adaptive systems motivated by biosystems application to infections many attempts to control complex adaptive systems cas have failed here we try to learn from biosystems to derive some principles for cas management an application to managing infections is given,1
