title,abstract,label,full_text,processed_text,prediction
Mouse hepatitis virus type 3 infection provokes a decrease in the number of sinusoidal endothelial cell fenestrae both in vivo and in vitro,"

""Mouse hepatitis virus type 3 infection alters the vascular response of mice, as it activates and suppresses elements of immune pathways. This study aims to assess the accuracy and effectivity of this activation in altering sinusoidal endothelial cell fenestrae both in vivo (in a live organism) and in vitro (outside of living system). To accomplish this task, animal models were propagated with mouse hepatitis virus type 3 and effects on the sinusoidal endothelial cells analyzed by electron microscopy. Results showed that infection led to significant decreases in fenestral size both in vivo and in vitro, demonstrating decreased permeability after exposure to virus. The findings highlight the numerous implications Mouse hepatitis virus type 3 has on vital organs homeostasis.""",1,"Mouse hepatitis virus type 3 infection provokes a decrease in the number of sinusoidal endothelial cell fenestrae both in vivo and in vitro 

""Mouse hepatitis virus type 3 infection alters the vascular response of mice, as it activates and suppresses elements of immune pathways. This study aims to assess the accuracy and effectivity of this activation in altering sinusoidal endothelial cell fenestrae both in vivo (in a live organism) and in vitro (outside of living system). To accomplish this task, animal models were propagated with mouse hepatitis virus type 3 and effects on the sinusoidal endothelial cells analyzed by electron microscopy. Results showed that infection led to significant decreases in fenestral size both in vivo and in vitro, demonstrating decreased permeability after exposure to virus. The findings highlight the numerous implications Mouse hepatitis virus type 3 has on vital organs homeostasis.""","mouse hepatitis virus type 3 infection provokes a decrease in the number of sinusoidal endothelial cell fenestrae both in vivo and in vitro 

mouse hepatitis virus type 3 infection alters the vascular response of mice as it activates and suppresses elements of immune pathways this study aims to assess the accuracy and effectivity of this activation in altering sinusoidal endothelial cell fenestrae both in vivo in a live organism and in vitro outside of living system to accomplish this task animal models were propagated with mouse hepatitis virus type 3 and effects on the sinusoidal endothelial cells analyzed by electron microscopy results showed that infection led to significant decreases in fenestral size both in vivo and in vitro demonstrating decreased permeability after exposure to virus the findings highlight the numerous implications mouse hepatitis virus type 3 has on vital organs homeostasis",0
Macrophage activation syndrome in a patient with axial spondyloarthritis on adalimumab,"

This article examines the case of a patient with axial spondyloarthritis who, following treatment with adalimumab, developed a severe manifestation of macrophage activation syndrome. The aim was to describe this rare and potentially serious clinical complication in the setting of an immune-mediated disease treated by biologic therapies. This study highlights the relevance of determining risk factors associated with MAS occurrence even after initiation of anti-tumor necrosis factor therapies.",1,"Macrophage activation syndrome in a patient with axial spondyloarthritis on adalimumab 

This article examines the case of a patient with axial spondyloarthritis who, following treatment with adalimumab, developed a severe manifestation of macrophage activation syndrome. The aim was to describe this rare and potentially serious clinical complication in the setting of an immune-mediated disease treated by biologic therapies. This study highlights the relevance of determining risk factors associated with MAS occurrence even after initiation of anti-tumor necrosis factor therapies.","macrophage activation syndrome in a patient with axial spondyloarthritis on adalimumab 

this article examines the case of a patient with axial spondyloarthritis who following treatment with adalimumab developed a severe manifestation of macrophage activation syndrome the aim was to describe this rare and potentially serious clinical complication in the setting of an immunemediated disease treated by biologic therapies this study highlights the relevance of determining risk factors associated with mas occurrence even after initiation of antitumor necrosis factor therapies",0
Infections in Burns,"

This paper explores the unique phenomenon of infections in burn patients, examining the risk factors as well as preventive measures to reduce the possibility of infection. The study aims to identify existing knowledge deficiencies about burns and infections in order to formulate an effective plan for reducing morbidity and mortality associated with burn injuries.",1,"Infections in Burns 

This paper explores the unique phenomenon of infections in burn patients, examining the risk factors as well as preventive measures to reduce the possibility of infection. The study aims to identify existing knowledge deficiencies about burns and infections in order to formulate an effective plan for reducing morbidity and mortality associated with burn injuries.","infections in burns 

this paper explores the unique phenomenon of infections in burn patients examining the risk factors as well as preventive measures to reduce the possibility of infection the study aims to identify existing knowledge deficiencies about burns and infections in order to formulate an effective plan for reducing morbidity and mortality associated with burn injuries",0
Paraplegia in a Domestic Ferret (Mustela Putorius Furo) Secondary to Metastatic Adrenocortical Carcinoma with Myxoid Differentiation,"

This study reports on the clinical manifestations, histopathology and treatment of a domestic ferret with metastatic adrenocortical carcinoma with myxoid differentiation presenting as paraplegia. Radiographs, computed tomography scans, serum biochemical analysis and histopathological evaluation were performed to morphologically characterize the mass located in thoracic spinal column. Histopathology highlighted malignant cells consistent with myxoid differentiation from ACC which was treatedwith palliative chemotherapy which provided some temporary relief of neurological symptoms.",1,"Paraplegia in a Domestic Ferret (Mustela Putorius Furo) Secondary to Metastatic Adrenocortical Carcinoma with Myxoid Differentiation 

This study reports on the clinical manifestations, histopathology and treatment of a domestic ferret with metastatic adrenocortical carcinoma with myxoid differentiation presenting as paraplegia. Radiographs, computed tomography scans, serum biochemical analysis and histopathological evaluation were performed to morphologically characterize the mass located in thoracic spinal column. Histopathology highlighted malignant cells consistent with myxoid differentiation from ACC which was treatedwith palliative chemotherapy which provided some temporary relief of neurological symptoms.","paraplegia in a domestic ferret mustela putorius furo secondary to metastatic adrenocortical carcinoma with myxoid differentiation 

this study reports on the clinical manifestations histopathology and treatment of a domestic ferret with metastatic adrenocortical carcinoma with myxoid differentiation presenting as paraplegia radiographs computed tomography scans serum biochemical analysis and histopathological evaluation were performed to morphologically characterize the mass located in thoracic spinal column histopathology highlighted malignant cells consistent with myxoid differentiation from acc which was treatedwith palliative chemotherapy which provided some temporary relief of neurological symptoms",0
Characterization of proteins encoded by ORFs 2 to 7 of Lelystad virus,"

This study presents the characterisation of proteins encoded by ORFs 2 to 7 of Lelystad virus (LPV). LPV, a member of the family Picornaviridae, is an enterovirus of swine that can cause respiratory and digestive illness in pigs. In this work, recombinant proteins were expressed for each of these seven open reading frames (ORFs) followed by immunoprecipitation experiments to extract and isolate each protein from clarified lysates. Each protein was then subjected to biochemical characterization such as expression levels, secondary structure preferences and modes covalent modification sites. In addition, antigenicity and thermal stability analyses were also conducted using enzyme-linked immunosorbent assay (ELISA) and differential scanning fluorometer (DSF), respectively. The results reveal new insights into molecular features concerning these previously uncharacterized LPV ORF 2 -7 proteins; providing fundamental data underpinning future research on vaccine development for enteroviral infection in swine.",1,"Characterization of proteins encoded by ORFs 2 to 7 of Lelystad virus 

This study presents the characterisation of proteins encoded by ORFs 2 to 7 of Lelystad virus (LPV). LPV, a member of the family Picornaviridae, is an enterovirus of swine that can cause respiratory and digestive illness in pigs. In this work, recombinant proteins were expressed for each of these seven open reading frames (ORFs) followed by immunoprecipitation experiments to extract and isolate each protein from clarified lysates. Each protein was then subjected to biochemical characterization such as expression levels, secondary structure preferences and modes covalent modification sites. In addition, antigenicity and thermal stability analyses were also conducted using enzyme-linked immunosorbent assay (ELISA) and differential scanning fluorometer (DSF), respectively. The results reveal new insights into molecular features concerning these previously uncharacterized LPV ORF 2 -7 proteins; providing fundamental data underpinning future research on vaccine development for enteroviral infection in swine.","characterization of proteins encoded by orfs 2 to 7 of lelystad virus 

this study presents the characterisation of proteins encoded by orfs 2 to 7 of lelystad virus lpv lpv a member of the family picornaviridae is an enterovirus of swine that can cause respiratory and digestive illness in pigs in this work recombinant proteins were expressed for each of these seven open reading frames orfs followed by immunoprecipitation experiments to extract and isolate each protein from clarified lysates each protein was then subjected to biochemical characterization such as expression levels secondary structure preferences and modes covalent modification sites in addition antigenicity and thermal stability analyses were also conducted using enzymelinked immunosorbent assay elisa and differential scanning fluorometer dsf respectively the results reveal new insights into molecular features concerning these previously uncharacterized lpv orf 2 7 proteins providing fundamental data underpinning future research on vaccine development for enteroviral infection in swine",0
Diagnostic performance of nucleic acid tests in tuberculous pleurisy,"

This paper aims to evaluate the diagnostic performance of nucleic acid tests in tuberculosis pleurisy. Due to the emergence of drug-resistant tuberculosis, rapid and accurate detection of infection is critical for apt patient management. Tuberculosis pleurisy occurs when TB bacteria infects the serous membrane around the lungs, leading to chest pain and fluid accumulation between lung linings. Nucleic acid tests have been widely used in diagnosis as they are not affected by antibiotic treatment or pre-existing immunity against TB organisms, however research regarding its application with tuberculous pleurisy has yet to be conducted. In this study, we applied real-time Reverse Transcriptase Polymerase Chain Reaction (rRT PCR) assay on 138 sputum samples from suspected cases of tuberculous pleurisy patients over 6 months at a Chinese hospital and assessed their sensitivity, specificity and accuracy compared with traditional microbiological methods. The results will reveal if nucleic acid tests can potentially increase diagnoses levels for early disease interference in high risk patients experiencing tuberculous pleurisy symptons such as cough production, chest pains and dyspnea symptoms. 

""Diagnostic Performance of Nucleic Acid Tests in Tuberculous Pleurisy""",1,"Diagnostic performance of nucleic acid tests in tuberculous pleurisy 

This paper aims to evaluate the diagnostic performance of nucleic acid tests in tuberculosis pleurisy. Due to the emergence of drug-resistant tuberculosis, rapid and accurate detection of infection is critical for apt patient management. Tuberculosis pleurisy occurs when TB bacteria infects the serous membrane around the lungs, leading to chest pain and fluid accumulation between lung linings. Nucleic acid tests have been widely used in diagnosis as they are not affected by antibiotic treatment or pre-existing immunity against TB organisms, however research regarding its application with tuberculous pleurisy has yet to be conducted. In this study, we applied real-time Reverse Transcriptase Polymerase Chain Reaction (rRT PCR) assay on 138 sputum samples from suspected cases of tuberculous pleurisy patients over 6 months at a Chinese hospital and assessed their sensitivity, specificity and accuracy compared with traditional microbiological methods. The results will reveal if nucleic acid tests can potentially increase diagnoses levels for early disease interference in high risk patients experiencing tuberculous pleurisy symptons such as cough production, chest pains and dyspnea symptoms. 

""Diagnostic Performance of Nucleic Acid Tests in Tuberculous Pleurisy""","diagnostic performance of nucleic acid tests in tuberculous pleurisy 

this paper aims to evaluate the diagnostic performance of nucleic acid tests in tuberculosis pleurisy due to the emergence of drugresistant tuberculosis rapid and accurate detection of infection is critical for apt patient management tuberculosis pleurisy occurs when tb bacteria infects the serous membrane around the lungs leading to chest pain and fluid accumulation between lung linings nucleic acid tests have been widely used in diagnosis as they are not affected by antibiotic treatment or preexisting immunity against tb organisms however research regarding its application with tuberculous pleurisy has yet to be conducted in this study we applied realtime reverse transcriptase polymerase chain reaction rrt pcr assay on 138 sputum samples from suspected cases of tuberculous pleurisy patients over 6 months at a chinese hospital and assessed their sensitivity specificity and accuracy compared with traditional microbiological methods the results will reveal if nucleic acid tests can potentially increase diagnoses levels for early disease interference in high risk patients experiencing tuberculous pleurisy symptons such as cough production chest pains and dyspnea symptoms 

diagnostic performance of nucleic acid tests in tuberculous pleurisy",0
Recognition for avian influenza virus proteins based on support vector machine and linear discriminant analysis,"

This article presents a novel methodology for the recognition of avian influenza virus proteins using Support Vector Machine (SVM) and Linear Discriminant Analysis (LDA). Avian influenza, also called bird flu, is an infectious disease caused by species A viruses of the Orthomyxoviridae family. These viruses can cause severe epidemics in domestic poultry and occasionally affect humans. Therefore, it has become increasingly important to develop reliable techiques to identify avian influenze virus proteins with high accuracy and specificity. In this study we combined two biostatistical machine learning approaches – SVM and LDA – to systematically recognize avian influenza virus-associated protein sequences produced from 16 hemagglutinin genes form 30 H5N1 HPAIVs subtype samples. The results show that our proposed model outperformed standard algorithms such as K Nearest Neighbors (KNN) and Maximum Likelihood Classifier (MLC), thus demonstrating its potential utility for early identification of proteins associated with AI viruses.",1,"Recognition for avian influenza virus proteins based on support vector machine and linear discriminant analysis 

This article presents a novel methodology for the recognition of avian influenza virus proteins using Support Vector Machine (SVM) and Linear Discriminant Analysis (LDA). Avian influenza, also called bird flu, is an infectious disease caused by species A viruses of the Orthomyxoviridae family. These viruses can cause severe epidemics in domestic poultry and occasionally affect humans. Therefore, it has become increasingly important to develop reliable techiques to identify avian influenze virus proteins with high accuracy and specificity. In this study we combined two biostatistical machine learning approaches – SVM and LDA – to systematically recognize avian influenza virus-associated protein sequences produced from 16 hemagglutinin genes form 30 H5N1 HPAIVs subtype samples. The results show that our proposed model outperformed standard algorithms such as K Nearest Neighbors (KNN) and Maximum Likelihood Classifier (MLC), thus demonstrating its potential utility for early identification of proteins associated with AI viruses.","recognition for avian influenza virus proteins based on support vector machine and linear discriminant analysis 

this article presents a novel methodology for the recognition of avian influenza virus proteins using support vector machine svm and linear discriminant analysis lda avian influenza also called bird flu is an infectious disease caused by species a viruses of the orthomyxoviridae family these viruses can cause severe epidemics in domestic poultry and occasionally affect humans therefore it has become increasingly important to develop reliable techiques to identify avian influenze virus proteins with high accuracy and specificity in this study we combined two biostatistical machine learning approaches  svm and lda  to systematically recognize avian influenza virusassociated protein sequences produced from 16 hemagglutinin genes form 30 h5n1 hpaivs subtype samples the results show that our proposed model outperformed standard algorithms such as k nearest neighbors knn and maximum likelihood classifier mlc thus demonstrating its potential utility for early identification of proteins associated with ai viruses",0
Intravenous superoxide dismutase as a protective agent to prevent impairment of lung function induced by high tidal volume ventilation,"

The role of exogenous superoxide dismutase (SOD) in the defense against mechanical injuries induced by high tidal volume ventilation is still controversial. In this study, we investigated the effects of intravenous administration of SOD as a protective agent for lung function impairment caused by high tidal volume ventilation (HVTV). The results demonstrated that i.v. infusion of SOD resulted in significant attenuation of mechanical chest wall compliance and improved airway mechanics compared to saline control. Furthermore, alveolar architecture was preserved better after treatment with SOD than with saline solution, suggesting that exogenous SOD protects pulmonary parenchyma from injury due to HVTV-induced strain. Our findings also showed that a single bolus dose of 3 µg/kg body weight was sufficient to avert inflammation induced by distress ventilation from total disruption and cell death under adjustment parameters commonly used in clinical settings. Taken together, our findings suggest that intravenous superoxide dismutase may offer an effective protective strategy against lung damage caused by HVTV-mediated stress on the respiratory system's critical structures and organs.'Intravenous Superoxide Dismutase as a Protective Agent to Prevent Impairment of Lung Function Induced by High Tidal Volume Ventilation'",1,"Intravenous superoxide dismutase as a protective agent to prevent impairment of lung function induced by high tidal volume ventilation 

The role of exogenous superoxide dismutase (SOD) in the defense against mechanical injuries induced by high tidal volume ventilation is still controversial. In this study, we investigated the effects of intravenous administration of SOD as a protective agent for lung function impairment caused by high tidal volume ventilation (HVTV). The results demonstrated that i.v. infusion of SOD resulted in significant attenuation of mechanical chest wall compliance and improved airway mechanics compared to saline control. Furthermore, alveolar architecture was preserved better after treatment with SOD than with saline solution, suggesting that exogenous SOD protects pulmonary parenchyma from injury due to HVTV-induced strain. Our findings also showed that a single bolus dose of 3 µg/kg body weight was sufficient to avert inflammation induced by distress ventilation from total disruption and cell death under adjustment parameters commonly used in clinical settings. Taken together, our findings suggest that intravenous superoxide dismutase may offer an effective protective strategy against lung damage caused by HVTV-mediated stress on the respiratory system's critical structures and organs.'Intravenous Superoxide Dismutase as a Protective Agent to Prevent Impairment of Lung Function Induced by High Tidal Volume Ventilation'","intravenous superoxide dismutase as a protective agent to prevent impairment of lung function induced by high tidal volume ventilation 

the role of exogenous superoxide dismutase sod in the defense against mechanical injuries induced by high tidal volume ventilation is still controversial in this study we investigated the effects of intravenous administration of sod as a protective agent for lung function impairment caused by high tidal volume ventilation hvtv the results demonstrated that iv infusion of sod resulted in significant attenuation of mechanical chest wall compliance and improved airway mechanics compared to saline control furthermore alveolar architecture was preserved better after treatment with sod than with saline solution suggesting that exogenous sod protects pulmonary parenchyma from injury due to hvtvinduced strain our findings also showed that a single bolus dose of 3 µgkg body weight was sufficient to avert inflammation induced by distress ventilation from total disruption and cell death under adjustment parameters commonly used in clinical settings taken together our findings suggest that intravenous superoxide dismutase may offer an effective protective strategy against lung damage caused by hvtvmediated stress on the respiratory systems critical structures and organsintravenous superoxide dismutase as a protective agent to prevent impairment of lung function induced by high tidal volume ventilation",0
Infections in neutropenic patients I: Aetiology,"

This study provides an insight into the aetiology of infections in neutropenic patients. The effects of neutropenia on patient vulnerability, risk factors specific to immunocompromised individuals and infection sources are evaluated. Research on how to identify which infections these patients are most susceptible to is also explored. By understanding the principal causes of infection, healthcare providers may work towards effective prevention measures and improved outcomes for this at-risk population.",1,"Infections in neutropenic patients I: Aetiology 

This study provides an insight into the aetiology of infections in neutropenic patients. The effects of neutropenia on patient vulnerability, risk factors specific to immunocompromised individuals and infection sources are evaluated. Research on how to identify which infections these patients are most susceptible to is also explored. By understanding the principal causes of infection, healthcare providers may work towards effective prevention measures and improved outcomes for this at-risk population.","infections in neutropenic patients i aetiology 

this study provides an insight into the aetiology of infections in neutropenic patients the effects of neutropenia on patient vulnerability risk factors specific to immunocompromised individuals and infection sources are evaluated research on how to identify which infections these patients are most susceptible to is also explored by understanding the principal causes of infection healthcare providers may work towards effective prevention measures and improved outcomes for this atrisk population",0
Crazy‐paving patterns as rare radiological manifestations of pulmonary cryptococcosis: a case report,"

This case report addresses a rare radiological pattern of pulmonary cryptococcosis. Crazy‐paving pattern, which is a reticular opacity with interlacing fine linear densities seen on computed tomography of chest, also known as Malacards sign, has only been recorded in few cases. We report the first ever case of an Iranian man aged 57 presenting to our hospital with non-resolving pneumonia and crazy‐paving patterns on radiographic findings who was diagnosed with Pulmonary Cryptococcosis (PC) after laboratory tests and histopathologic examination revealed that infectious agent is Cryptococcus neoformans. The purpose of this article is to showcase the importance of recognizing unconventional imaging finding for early diagnosis and treatment outcome improvement for PC.",1,"Crazy‐paving patterns as rare radiological manifestations of pulmonary cryptococcosis: a case report 

This case report addresses a rare radiological pattern of pulmonary cryptococcosis. Crazy‐paving pattern, which is a reticular opacity with interlacing fine linear densities seen on computed tomography of chest, also known as Malacards sign, has only been recorded in few cases. We report the first ever case of an Iranian man aged 57 presenting to our hospital with non-resolving pneumonia and crazy‐paving patterns on radiographic findings who was diagnosed with Pulmonary Cryptococcosis (PC) after laboratory tests and histopathologic examination revealed that infectious agent is Cryptococcus neoformans. The purpose of this article is to showcase the importance of recognizing unconventional imaging finding for early diagnosis and treatment outcome improvement for PC.","crazypaving patterns as rare radiological manifestations of pulmonary cryptococcosis a case report 

this case report addresses a rare radiological pattern of pulmonary cryptococcosis crazypaving pattern which is a reticular opacity with interlacing fine linear densities seen on computed tomography of chest also known as malacards sign has only been recorded in few cases we report the first ever case of an iranian man aged 57 presenting to our hospital with nonresolving pneumonia and crazypaving patterns on radiographic findings who was diagnosed with pulmonary cryptococcosis pc after laboratory tests and histopathologic examination revealed that infectious agent is cryptococcus neoformans the purpose of this article is to showcase the importance of recognizing unconventional imaging finding for early diagnosis and treatment outcome improvement for pc",0
